,username,created_time,tweet_id,tweet, place
550,tomboyIisa,Wed Oct 06 09:46:50 +0000 2021,1445686982080745480,the qrts really said make women act the way patriarchy wants them to but let them think it’s their choice,bi woman ♀️     20
551,Rumengling5,Wed Oct 06 09:46:51 +0000 2021,1445686984194736130,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
552,LucyTreloar,Wed Oct 06 09:46:51 +0000 2021,1445686984236695554,"Their poor families, and poor them. They made poor choices but they had so much encouragement. Has the #HeraldSun c… https://t.co/aWZdnBTjLv",
553,AndreasKullman4,Wed Oct 06 09:46:52 +0000 2021,1445686988997230592,"RT @Mike_Honey_: Victoria outbreak update for 6 October 2021:

The Reff for Victoria is down from 1.3 to 1.2, meaning the outbreak is still…","Wurundjeri Richmond, Melbourne"
554,tails2101,Wed Oct 06 09:46:53 +0000 2021,1445686992696606722,RT @7NewsAdelaide: Melbourne children are being bombarded with dangerous misinformation on social media. A new study has revealed platforms…,
555,ballodimarlena,Wed Oct 06 09:46:54 +0000 2021,1445686996807000074,"RT @MANESKVN: i don't get the link between vic being bi and her being perfectly shaved? it's her body, if she wants to shave then she will,…","20, she/her, dutch"
556,CharlieJSam,Wed Oct 06 09:46:56 +0000 2021,1445687005405351942,"RT @SamanthaRatnam: Today I'll be introducing a motion for an inquiry into the rise of the far-right in Victoria.

These groups are exploit…",
557,drcameronjones,Wed Oct 06 09:46:59 +0000 2021,1445687020345454598,I hope this happens and Victorian society can return to a free democracy. #HoldTheLine #DanNext #DanNext2Resign… https://t.co/ynQwsQhtgC,"Melbourne, Australia"
558,NanaJMcK,Wed Oct 06 09:47:00 +0000 2021,1445687023780593675,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,
559,beges007,Wed Oct 06 09:47:01 +0000 2021,1445687026120941570,RT @chrismurphys: I went to a Catholic school housing 5 paedophile teachers.Confess in remorse to a priest &amp; he tells no one &amp; teacher stay…,Sydney
560,kate_eviva,Wed Oct 06 09:47:03 +0000 2021,1445687035608526853,"RT @LibsVic: Send Dan a message. Who is your preferred premier of Victoria (choose Matthew Guy below, don't choose Dan Andrews):",Australia
561,Curious39466224,Wed Oct 06 09:47:04 +0000 2021,1445687038884212736,"RT @VicAusMidwife: Can anyone pls tell me, based on the the modeling done for Victoria &amp; Australia, when our hospitals will return to pre-C…",Melbourne (Naarm) 
562,goodgollymissH,Wed Oct 06 09:47:05 +0000 2021,1445687044651450377,Just sent this to a group family chat knowing there’s some anti vaxxers in the mix 🤣🤣,
563,AndyBopinion,Wed Oct 06 09:47:06 +0000 2021,1445687048099164173,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol",
564,RyanNorthover,Wed Oct 06 09:47:07 +0000 2021,1445687050401845248,"RT @evmulholland: “Melbourne’s Wilkinson-ratified hard lockdown, replete with its blanket curfew and its sacred ring of steel, has stamped…",Australia
565,A_pulgrass_1122,Wed Oct 06 09:47:07 +0000 2021,1445687053946015748,"RT @wooziletsgetit: WOOZI BIRTHDAY CUPSLEEVE EVENT in Melbourne! 
 Welcome to Woozi's room! 🎉🎵💫

 🍚When: November 20th 2021 SATURDAY…",08.22
566,MarconiBalls,Wed Oct 06 09:47:09 +0000 2021,1445687058895282181,@parnellpalme Enjoy yourself. Meanwhile in Victoria the government is simultaneously demanding millions get vaccina… https://t.co/VhmOFKfKus, 
567,WaiTai3,Wed Oct 06 09:47:10 +0000 2021,1445687063634853897,"RT @CraigKellyMP: With the Victorian economy devastated by world record lockdowns 

With Victorian businesses devastated by world record lo…",
568,AbdulWahab0092,Wed Oct 06 09:47:10 +0000 2021,1445687065853628416,"RT @trtworld: Mexico reports 7,682 new Covid-19 cases, 790 more deaths. Other updates:

🇧🇷  Brazil registers 677 new virus deaths
🇳🇿  New Z…",
569,Bluedog35193487,Wed Oct 06 09:47:11 +0000 2021,1445687069083242504,RT @ricklevy67: @davidbewart Shadow Attorney General @TimSmithMP urged Melbournians to hold illegal house parties for the AFL grand finals…,Near Geelong
570,ballodimarlena,Wed Oct 06 09:47:14 +0000 2021,1445687080357543937,when will people stop invalidating ethans sexuality,"20, she/her, dutch"
571,ratedaurt,Wed Oct 06 09:47:14 +0000 2021,1445687081280282631,"GOALS really, i wanna be artfully nasty in the music, but regular ole n— okokokok 😈",Les Carolinas
572,ss_Zbor,Wed Oct 06 09:47:14 +0000 2021,1445687083037724679,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,"Orange, New South Wales"
573,ceeedrick,Wed Oct 06 09:47:16 +0000 2021,1445687091606683653,"@TimSmithMP #DimTim 

You sure smoke = fire Timmy?

https://t.co/gESVSwgjjy",
574,BhubanTimalsina,Wed Oct 06 09:47:18 +0000 2021,1445687099567472647,"RT @9NewsMelb: Melbourne's backyards are being slashed as they become an expensive luxury. 

Even in new outer suburbs, houses are being bu…",
575,Chez11711852,Wed Oct 06 09:47:19 +0000 2021,1445687102394421249,"RT @sophieelsworth: Update today:
Victoria: 1420 cases.
NSW: 594 cases.😷",🇦🇺
576,Fi83172898,Wed Oct 06 09:47:20 +0000 2021,1445687105229713413,"RT @elsakeith13: Can anyone smell the stench coming from Victoria?

Hotel Quarantine Inquiry      2020
WorkSafeVic Investigation    2021
IB…",
577,timwrig1,Wed Oct 06 09:47:21 +0000 2021,1445687109746974736,"RT @davidbewart: Shadow Attorney-General Tim Smith  6.10 21
"".  The premier of Victoria is under investigation by our anti-corruption commi…","Queensland, Australia"
578,dmt8888,Wed Oct 06 09:47:21 +0000 2021,1445687110745276420,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…","perth, western australia."
579,Enough71364045,Wed Oct 06 09:47:25 +0000 2021,1445687127581151238,Be careful employees in Victoria because #DanNext will be gone &amp; you will go broke.,
580,Mina30249191,Wed Oct 06 09:47:27 +0000 2021,1445687135370035202,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,
581,lando_m,Wed Oct 06 09:47:28 +0000 2021,1445687141883805705,"Hey Victoria(@victori52186733), thank you for following me",Venezuela
582,ricotta_93,Wed Oct 06 09:47:30 +0000 2021,1445687148120731658,RT @leonardjcohen: Like it!,
583,mollyfud,Wed Oct 06 09:47:30 +0000 2021,1445687149873938445,@JulianHillMP ... day compared to Victoria's $42!,"Melbourne, Australia"
584,sstockwe,Wed Oct 06 09:47:33 +0000 2021,1445687161278267399,RT @MyFirstCousin: Did the Morrison/Frydenberg government sponsor the Melbourne riots to discredit the CFMEU?,"Lower Hunter, Australia"
585,RoostersLord,Wed Oct 06 09:47:33 +0000 2021,1445687161852882944,Labor Party Started in 1891 and will end in Victoria forever in 2022 #DanNext,
586,AmericaAF_7310,Wed Oct 06 09:47:36 +0000 2021,1445687175090040834,"RT @PeterSweden7: Italy is forcing all workers to have a covid passport on October 15.

Victoria in Australia will require all workers on t…",Mar-a-Lago
587,jeffjames49,Wed Oct 06 09:47:37 +0000 2021,1445687176193212421,"RT @DarrenPlymouth: Dan Andrews is a psychopath!

https://t.co/B4RGyTa1g7",United Kingdom
588,concern57866849,Wed Oct 06 09:47:42 +0000 2021,1445687199094099973,"RT @craig3352: @SimoLove @MatthewGuyMP @DanielAndrewsMP @ibacVic @10NewsFirstMelb The hits just keep on coming, but in case anyone has forg…",
589,LilyGreenLily,Wed Oct 06 09:47:42 +0000 2021,1445687199618396161,RT @MrKRudd: Murdoch’s Credlin rewriting the history of COVID. They attack Victoria while praising Berejiklian. Forget that months of trage…,
590,alvicpal,Wed Oct 06 09:47:45 +0000 2021,1445687212968869890,"#UCTMRD2021 VIMRI Victoria Internal Medicine Research Initiative  Well done Nasief Van Dr Schyff, excellent presentation",Victoria Hospital Wynberg
591,Carcanet,Wed Oct 06 09:47:47 +0000 2021,1445687218429857796,RT @McrLitFest: You can see John McAuliffe reading from his sublime Selected Poems alongside fellow Irish poets Vona Groarke &amp; Victoria Ken…,Manchester
592,BigFootyDraft,Wed Oct 06 09:47:50 +0000 2021,1445687232141037570,"4-way mega pick swap

Melbourne in: 17, 49, 37
Melbourne out: 45, 33, F1 (Melb)

Bulldogs in: 23, 44, 45
Bulldogs o… https://t.co/Id7OJGpwtJ",
593,sstockwe,Wed Oct 06 09:47:53 +0000 2021,1445687244572880909,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Lower Hunter, Australia"
594,alanmcbride,Wed Oct 06 09:47:54 +0000 2021,1445687248729489423,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","𝙈𝙚𝙡𝙗𝙤𝙪𝙧𝙣𝙚, 𝙑𝙞𝙘𝙩𝙤𝙧𝙞𝙖, 𝘼𝙪𝙨𝙩𝙧𝙖𝙡𝙞𝙖"
595,Commoncents21,Wed Oct 06 09:47:54 +0000 2021,1445687249362776066,@7NewsMelbourne @SharnelleVella Why did the Liberal Party of Australia (Victorian Division) register a domain name… https://t.co/OOJLmIAf9Q,Australia
596,life2full5,Wed Oct 06 09:47:55 +0000 2021,1445687255343910916,RT @reignitedemaust: IBAC scrutiny on Andrews over firefighters’ union deal | https://t.co/Yrlq02XOPS https://t.co/aLS3kUqFL9,Australia
597,RainbowRooAus,Wed Oct 06 09:48:02 +0000 2021,1445687283076661254,"Chillout Festival is Australia's longest-running and biggest rural LGBT pride festival, held every year in beautifu… https://t.co/L6HR76JsPw",Australia
598,concern57866849,Wed Oct 06 09:48:03 +0000 2021,1445687287153508371,"RT @tmcrumpet: @sumeyyailanbey Should probably be 'investigating' Guy for this $3.5m use of Victorian taxpayer dollars to save his job.

ht…",
599,miskoom,Wed Oct 06 09:48:05 +0000 2021,1445687293772173317,RT @KRUZAA_: The road from Victoria Train Station to Victoria Coach Station,
600,cjkwksp,Wed Oct 06 09:48:05 +0000 2021,1445687294829076491,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Aotearoa New Zealand 
601,yshiro3561,Wed Oct 06 09:48:05 +0000 2021,1445687296674566153,RT @707_operations: What are your memories of The Southern Aurora and Spirit of Progress that once ran between #Melbourne  &amp; #Sydney  we ha…,東京
602,hartfordwolf,Wed Oct 06 09:48:06 +0000 2021,1445687300315222017,RT @flossyflange: FFS…. This is absolute insane dystopia,
603,Juliero25710990,Wed Oct 06 09:48:07 +0000 2021,1445687303242801157,"RT @PRGuy17: THEY'RE ON THE CASE... THE STAIRCASE: Vic Libs have become the butt of more jokes, this time on #QuestionEverythingAU where th…",
604,MettaBhavana1,Wed Oct 06 09:48:07 +0000 2021,1445687305855922184,RT @TelstraEnt: The AFL has one of the largest sports video archive collections in the world. Some videos date back to the 1909 Grand Final…,"Balaclava, Melbourne"
605,SpotShopMedia,Wed Oct 06 09:48:08 +0000 2021,1445687308364091395,"RT @NotaliaMateo: Australian leaders read 1984 and said hold my beer.

Holy shit.

What a distopian nightmare.","Calgary, Alberta"
606,marty9163768900,Wed Oct 06 09:48:09 +0000 2021,1445687311056850956,"RT @PeterSweden7: Italy is forcing all workers to have a covid passport on October 15.

Victoria in Australia will require all workers on t…",
607,hipstergeddon,Wed Oct 06 09:48:12 +0000 2021,1445687323870449671,Reports coming in that there are around 300 of Melbourne’s Finest in isolation after the recent protests.   That’s… https://t.co/8gYIBEZuJz,"Brunswick, Northcote, Fitzroy"
608,theklagazette,Wed Oct 06 09:48:13 +0000 2021,1445687328257699853,"RT @JudiciaryUG: The Deputy Chief Justice was welcomed by the head of the Court, Justice Victoria Nkwanga Katamba, Deputy Registrar, Dr Agn…","Kampala, Uganda."
609,DavidJay_AU,Wed Oct 06 09:48:16 +0000 2021,1445687339976589318,RT @chrismurphys: I went to a Catholic school housing 5 paedophile teachers.Confess in remorse to a priest &amp; he tells no one &amp; teacher stay…,SEQ AU or Efate Vanuatu 
610,Robert_Peake,Wed Oct 06 09:48:16 +0000 2021,1445687341054496773,"@AndrewKirbyGolf No other greens in the world like Royal Melbourne.

And very few compare. Just the sound of the bounce is unique",Melbourne Australia
611,Jasetd9,Wed Oct 06 09:48:17 +0000 2021,1445687347056549895,"RT @adamhillmedia: Correct me if I'm wrong, but it seems unprecedented the number of significant legal conflicts Dan Andrews has right now.…",Australia
612,Beachbeauty01,Wed Oct 06 09:48:18 +0000 2021,1445687349187256329,Marked as to-read: Royal Savage by Victoria Ashley https://t.co/cXjQylVbwd,Canada
613,marieeandstuar2,Wed Oct 06 09:48:20 +0000 2021,1445687357684867074,"We all agree that Dim Tim has no idea,   about anything","Melbourne, Victoria"
614,GeoffPAus,Wed Oct 06 09:48:20 +0000 2021,1445687359849205765,"RT @elsakeith13: Can anyone smell the stench coming from Victoria?

Hotel Quarantine Inquiry      2020
WorkSafeVic Investigation    2021
IB…",
615,VPNBIH,Wed Oct 06 09:48:21 +0000 2021,1445687362328010765,RT @angethamajok: Let this be your formal warning Maria,
616,Mitchyball,Wed Oct 06 09:48:21 +0000 2021,1445687362638336002,"RT @sumeyyailanbey: Scrap vaccine mandate, give meat workers choice of daily rapid test: union boss https://t.co/oaFlE8VU9M","Victoria, Australia"
617,BBlogRT,Wed Oct 06 09:48:24 +0000 2021,1445687376588656652,RT @TheWritingWall: @momkidlife @BBlogRT @Bloggingtek01 @OurBloggingLife @creatorzRT Visit our #blog for @vicmarswell &amp; Wednesday catch @CJ…,
618,gav_weaver,Wed Oct 06 09:48:25 +0000 2021,1445687377591083022,"RT @DarrenPlymouth: Teachers in Victoria, Australia, need to be vaccinated by the 15th October, or no job. Vaccinated teachers are needed t…",Manchester
619,HumanBeingFirst,Wed Oct 06 09:48:25 +0000 2021,1445687380145438722,RT @itsfauxhad: The Age article about a non-existent investigation into Dan Andrews is truly sensational. Are we still pretending there's n…,
620,TwicketsMusic,Wed Oct 06 09:48:26 +0000 2021,1445687383467327488,"2 tickets to The Lathums at O2 Victoria Warehouse - Manchester, 16 Oct, face value (plus fees). Buy &amp; sell with pro… https://t.co/gqCtm0VkzQ",UK only
621,Gulfsweetboii,Wed Oct 06 09:48:26 +0000 2021,1445687383941267459,RT @_blueskyx_: Melbourne — #GulfKanawut ; 📼🎶 https://t.co/E6DiErfDyn,
622,TwicketsUK,Wed Oct 06 09:48:26 +0000 2021,1445687384759144453,"2 tickets to The Lathums at O2 Victoria Warehouse - Manchester, 16 Oct, face value (plus fees). Buy with protection: https://t.co/U5atDahrK9","London, England"
623,SharonMcAuley7,Wed Oct 06 09:48:27 +0000 2021,1445687389033140232,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
624,HupMario,Wed Oct 06 09:48:29 +0000 2021,1445687394280218635,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,wezep
625,profdmcinnes,Wed Oct 06 09:48:30 +0000 2021,1445687400160641026,"RT @PRGuy17: THEY'RE ON THE CASE... THE STAIRCASE: Vic Libs have become the butt of more jokes, this time on #QuestionEverythingAU where th…","Melbourne, Victoria, Australia"
626,umtalian,Wed Oct 06 09:48:33 +0000 2021,1445687414781976577,"@MortyAUS @CaldronPool Some context here from Melbourne, Australia.",
627,BongoMcstuffins,Wed Oct 06 09:48:34 +0000 2021,1445687418112208900,"RT @Tim_jbo: Andrews resists calls to stand down over IBAC probe
https://t.co/ZKitmGr9zB
Daniel Andrews wouldn’t confirm if he was being in…",The Outer Rim
628,megsymegs,Wed Oct 06 09:48:35 +0000 2021,1445687421857763337,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Australia
629,WfA_Mersey_CP,Wed Oct 06 09:48:36 +0000 2021,1445687425498435594,"Thankfully the weather has improved so great cycling to be had at #Widnes Victoria Park

12 noon - 3pm 
First session free","Liverpool, England"
630,sarahmacgirl,Wed Oct 06 09:48:37 +0000 2021,1445687427792719881,"RT @JaneBunn: Rain clears by dawn for a generally dry Thursday. The morning brings lots of sunshine, the afternoon lots of cloud. It's a co…",Australia
631,Ze4fer,Wed Oct 06 09:48:38 +0000 2021,1445687432108601357,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Brisbane, Queensland"
632,008moonside,Wed Oct 06 09:48:38 +0000 2021,1445687434264547328,RT @ricklevy67: @davidbewart Shadow Attorney General @TimSmithMP urged Melbournians to hold illegal house parties for the AFL grand finals…,Australia
633,AlexMcleod8888,Wed Oct 06 09:48:38 +0000 2021,1445687434662977537,RT @FitzJim27: @rwillingham @anguslivingston wtf no one I've seen is saying that. honestly melbourne media has been so astonishingly  bad,"Victoria, Australia"
634,John92318516,Wed Oct 06 09:48:39 +0000 2021,1445687437322194948,@DanielAndrewsMP 2031?? Let's see where we are at the end of next year first. The damage your incompetence and your… https://t.co/gU02FPXKg7,
635,JosephCJohns,Wed Oct 06 09:48:41 +0000 2021,1445687447052951552,"RT @PRGuy17: ""A LOT OF POLITICS, NOT MUCH FACTS, NOT MUCH TRUTH"": Dan Andrews hoses down fervent attempts by reporters to smear him. ABC co…",Australia
636,LouiseTilbrook1,Wed Oct 06 09:48:43 +0000 2021,1445687453948416010,"I was tempted to quote Victoria Wood at him but I'm not sure that would have help

https://t.co/sMNJeSNWqN",Saffron Walden
637,DrJuliaAnaf1,Wed Oct 06 09:48:47 +0000 2021,1445687471879045129,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Adelaide South Australia
638,QueerGamesFest,Wed Oct 06 09:48:47 +0000 2021,1445687471291789312,"Congratulations to the winners of the 2021 Melbourne Queer Games Festival Silver Award!

Cover Me In Leaves… https://t.co/9CI9cwlkuF","Naarm, Victoria"
639,FiveFrogsBlog,Wed Oct 06 09:48:50 +0000 2021,1445687486164832257,"RT @SandroDemaio: Massive shoutout to the 95,600 CHAMPS across Victoria who got vaccinated yesterday. More than 1% of the entire state’s po…",Melbourne
640,TheRealUnseenMe,Wed Oct 06 09:48:51 +0000 2021,1445687487498625024,"Is the NRL doing something similar?
#NRL @FOXNRLLive @NRL @NRLonNine",
641,sleazycheezyB,Wed Oct 06 09:48:52 +0000 2021,1445687491835547648,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…","OKC, OK ✈️ PG County, MD"
642,impete68,Wed Oct 06 09:48:52 +0000 2021,1445687492242333704,"RT @adamhillmedia: Correct me if I'm wrong, but it seems unprecedented the number of significant legal conflicts Dan Andrews has right now.…",The Great Southern Land 🇦🇺
643,PeteLoveday1,Wed Oct 06 09:48:52 +0000 2021,1445687492829581315,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Adelaide
644,Eve5810,Wed Oct 06 09:48:53 +0000 2021,1445687496994541569,RT @mahootna2: More than 1% of Victorians immunized yesterday. Imagine how quickly Victoria could have been vaccinated if we actually had t…,
645,Enough71364045,Wed Oct 06 09:48:54 +0000 2021,1445687502753337354,Be careful employers in Victoria because #DanNext will be gone &amp; you will go broke because he fooled you.,
646,Fi83172898,Wed Oct 06 09:48:55 +0000 2021,1445687504359682055,"RT @jasonpillifeant: Come on Melbourne...let’s get the dog!!😡👊🏻
#DanNext https://t.co/23Q3kEqhZ1",
647,GeoffPAus,Wed Oct 06 09:48:55 +0000 2021,1445687505722822663,@DanielAndrewsMP so when will we get the good news. https://t.co/1jV6sXCHTa,
648,duncan_james66,Wed Oct 06 09:48:56 +0000 2021,1445687509694836737,"@flossyflange It's bullshit over here
#auspol 
https://t.co/k5CTmGjIl0",
649,SalsCobbers,Wed Oct 06 09:48:57 +0000 2021,1445687514048516101,RT @SarkySage: @SalsCobbers @DarklordTds1970 Nope. He thinks priests shouldn’t have to tell police not matter what the crime:,"Mt. Lonarch, Vic, Aus"
650,barryv223,Wed Oct 06 09:48:59 +0000 2021,1445687522659500038,"RT @evmulholland: “Melbourne’s Wilkinson-ratified hard lockdown, replete with its blanket curfew and its sacred ring of steel, has stamped…",
651,woodsto06430003,Wed Oct 06 09:49:06 +0000 2021,1445687553307279362,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
652,McQueen1180,Wed Oct 06 09:49:09 +0000 2021,1445687562333343760,"@Jknighty20 Death is always tragic, but not in the ways we think.

9/10 people who died in Melbourne last year (800… https://t.co/SWpxiOtbTR",Australia
653,WendyGore16,Wed Oct 06 09:49:09 +0000 2021,1445687562908045314,RT @GillianMcKeith: #melbourne has been destroyed by its own government.  Practically Everything is for lease..  But what would have happen…,
654,HumanBeingFirst,Wed Oct 06 09:49:09 +0000 2021,1445687564774436864,RT @PRGuy17: READERS will be forgiven for their scepticism of the claims made by The Age regarding Dan Andrews today. The Age's long-standi…,
655,TERRYWA72103222,Wed Oct 06 09:49:10 +0000 2021,1445687569136586754,"RT @dwabriz: “With polls looking grim wherever the Coalition turns – a potential complete collapse in Victoria, almost certain losses in WA…",Sydney
656,Enduser_tech,Wed Oct 06 09:49:11 +0000 2021,1445687572726910987,"RT @Adewuyi_247: TOP QUALITY 4 BEDROOM SEMI-DETACHED DUPLEX WITH BQ.

LOCATION: Oniru Victoria Island

FEATURES
- Chandeliers 
- Treated Wa…",Computer village ikeja
657,rodp48,Wed Oct 06 09:49:11 +0000 2021,1445687574333325320,"RT @PRGuy17: It's unclear if the source is referring to past investigate actions, it does read that way, but further, it is clear that Dan…","Reservoir, Melbourne Vic"
658,RomanEagles,Wed Oct 06 09:49:12 +0000 2021,1445687578108186624,"RT @sumeyyailanbey: Scrap vaccine mandate, give meat workers choice of daily rapid test: union boss https://t.co/oaFlE8VU9M",Melbourne
659,Bluedog35193487,Wed Oct 06 09:49:17 +0000 2021,1445687596772773906,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,Near Geelong
660,Ezyflo,Wed Oct 06 09:49:19 +0000 2021,1445687607862513673,"RT @GBantomu: And y'all still sheepishly believe this is about health,people's business are closed, rental spaces are empty and y'all belie…",Lesothostreetjournal.blogspot.
661,stephrowland,Wed Oct 06 09:49:20 +0000 2021,1445687610278514690,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,"Melbourne, Victoria"
662,katelance6,Wed Oct 06 09:49:20 +0000 2021,1445687611339595783,"RT @LucyTreloar: Their poor families, and poor them. They made poor choices but they had so much encouragement. Has the #HeraldSun commente…","Victoria, Australia"
663,BuggaThe,Wed Oct 06 09:49:20 +0000 2021,1445687611620610052,Hungry people become dangerous people.,"Melbourne, Victoriastan"
664,Tevaughn360,Wed Oct 06 09:49:22 +0000 2021,1445687618306396162,"RT @MILF__Mitsuki: @22KarsOnMars ""Oooh Inko~ Love the costume!~ Check Mine out~ I'm a Victoria's Secret model this year~"" https://t.co/7e6D…","Massachusetts, USA"
665,NswPeter,Wed Oct 06 09:49:25 +0000 2021,1445687630549512200,"@DrJM_Fernandez ""Mr Andrews intervened in the dispute"" The heavy hand of Dan? At least they know who was making the… https://t.co/P6BgKBoCH1",
666,hiptokunaga,Wed Oct 06 09:49:27 +0000 2021,1445687639785410567,for context the comment’s on a post about how victoria fucked her knee from doing a dodge knee slide https://t.co/0OktHK28IY,"18 he it glitch prns 
carrd byf
徳永裕梨 lovebot
txt + ggs 
white british"
667,ss_Zbor,Wed Oct 06 09:49:28 +0000 2021,1445687643459579912,RT @Welshwoman: @ScottsBotsAus @Amaralee23 Melbourne is in a near-death hibernation. My son says it is impossible to live a normal life. Th…,"Orange, New South Wales"
668,paulxl,Wed Oct 06 09:49:29 +0000 2021,1445687645942677517,"@VictoriaScone @dragraceukbbc I really like you, Victoria. One of my favorites this season along with Choriza, Rive… https://t.co/2XBLyaPTnK",Sevilla
669,tina13460361,Wed Oct 06 09:49:29 +0000 2021,1445687646563418119,"RT @Bitcrash4: @CraigKellyMP Dan is a the most highly paid repetitive process worker.

Read today's article written a year ago. 
Same old D…",
670,AussieVal10,Wed Oct 06 09:49:29 +0000 2021,1445687648522100736,RT @RoostersLord: Labor Party Started in 1891 and will end in Victoria forever in 2022 #DanNext,"Victoria, Australia"
671,Beth635137391,Wed Oct 06 09:49:32 +0000 2021,1445687661654528004,RT @AusIndiMedia: Why does a certain newspaper congratulate NSW on their number of vaccinations while expressing shock and horror about Vic…,
672,DonnyDa87811656,Wed Oct 06 09:49:33 +0000 2021,1445687664657584137,RT @RealDeniseWelch: Not one mention on the news or in mainstream media. Shocking,
673,rainbowz08,Wed Oct 06 09:49:37 +0000 2021,1445687683171319810,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…","England, United Kingdom"
674,workingmum38,Wed Oct 06 09:49:40 +0000 2021,1445687695548715018,"RT @PRGuy17: ""A LOT OF POLITICS, NOT MUCH FACTS, NOT MUCH TRUTH"": Dan Andrews hoses down fervent attempts by reporters to smear him. ABC co…",
675,willowgumeagle,Wed Oct 06 09:49:40 +0000 2021,1445687696081371144,RT @ricklevy67: @davidbewart Shadow Attorney General @TimSmithMP urged Melbournians to hold illegal house parties for the AFL grand finals…,
676,IHeartQLatinx,Wed Oct 06 09:49:41 +0000 2021,1445687698543431683,"RT @eqca: Continuing with our #LatinxHeritageMonth celebration, we want to introduce you to a true trailblazer and warrior for equality, Vi…","Los Angeles, CA"
677,Kate_Nancarrow,Wed Oct 06 09:49:42 +0000 2021,1445687700825141248,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Melbourne
678,DannyBucholtz,Wed Oct 06 09:49:43 +0000 2021,1445687704969105414,"RT @aaronnoonan: Holy hell - this Le Mans 24 Hour Cadillac has just lobbed in Melbourne - and it's going to hit the track in 2022!

FULL ST…",caloundra qld
679,scorp_9b,Wed Oct 06 09:49:44 +0000 2021,1445687708756570120,"RT @PRGuy17: While we're on this, the source told The Age ""one aspect of the IBAC investigation involved scrutiny of the Premier’s actions""…",
680,RoostersLord,Wed Oct 06 09:49:53 +0000 2021,1445687748153602053,Dan does not even have a Direction for meat workers. So why is The Age writing about something that does not exist?,
681,Tim_Coronel,Wed Oct 06 09:49:56 +0000 2021,1445687760853946378,RT @hipstergeddon: Reports coming in that there are around 300 of Melbourne’s Finest in isolation after the recent protests.   That’s a lot…,"Melbourne, Australia"
682,Online_Dimes,Wed Oct 06 09:49:56 +0000 2021,1445687761407643651,"@crispi_1971 @billbowtell I disagree, it did work and whatever Melbourne is doing ain’t working. Gladys did resign though so there is that.","Sydney, New South Wales"
683,markhinks06,Wed Oct 06 09:49:57 +0000 2021,1445687763399893004,"RT @BernieSpofforth: MELBOURNE- empty businesses, fractured society.

Lockdowns collapse economies, destroy lives &amp; damages communities.

T…","west mids, worcester England"
684,RayBrow20364972,Wed Oct 06 09:49:57 +0000 2021,1445687764305907714,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
685,JordanSprings8,Wed Oct 06 09:49:57 +0000 2021,1445687766344368130,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,
686,BuggaThe,Wed Oct 06 09:49:59 +0000 2021,1445687774380630019,"RT @iliasofjohn: Hey @DanielAndrewsMP 

The meat workers want to have a chat with you.
👇
#springst","Melbourne, Victoriastan"
